"","CCL21","IGFBP6","MMP7","LOC441763","KRT7","TMEM158","PRKCDBP","MYH11","PPP1R14A","ZIC2","GCUD2","UBA6","MYB","FLJ20273","PTMA","PBK","SLC12A2","SMARCAD1","MAD2L1","KLF5"
"GSM2236019",7.608026,7.824094,10.862779,7.028923,6.318845,9.548131,10.514022,10.097761,8.576454,10.869899,8.333807,9.609161,11.947266,9.149828,9.935376,8.012649,11.015429,9.618752,9.199807,9.758975
"GSM2236020",6.955102,7.574961,8.152661,9.252622,6.25184,8.766394,9.001682,11.634915,7.708392,9.813492,8.082156,10.318914,12.172085,10.525317,10.728608,10.919893,10.438876,9.611731,9.838042,9.92887
"GSM2236022",6.896349,8.654578,13.315495,7.713942,9.57735,8.979594,11.721291,9.778337,9.533726,8.400665,8.114013,10.569459,8.954338,10.016882,9.388473,10.242386,8.66139,9.639016,8.684662,8.839658
"GSM2236023",8.52118,7.366274,10.280314,7.308312,9.873005,9.840346,8.488338,8.426786,7.142357,9.113007,8.172815,10.235973,11.442255,10.665831,10.48032,10.363182,10.329295,9.057372,9.514173,9.022833
"GSM2236024",10.682024,8.055913,13.560847,6.885668,9.46321,9.436319,9.667886,11.461315,7.406293,5.886535,7.784899,9.910622,9.940016,9.34951,9.783976,8.16207,11.25003,8.584015,7.704434,8.549641
"GSM2236027",7.382897,8.668946,8.564466,8.830887,10.000771,10.523841,10.207342,14.096706,10.872555,6.621294,8.805085,9.903713,11.825352,10.737805,12.947317,7.917849,12.461942,8.731409,8.998184,11.243358
"GSM2236028",6.803116,8.064014,11.321943,9.006919,9.816291,10.470731,10.502699,9.910065,7.301137,9.658172,8.619454,10.624636,11.680442,11.28215,12.821781,9.655481,11.354294,9.280951,11.186781,11.475289
"GSM2236029",9.455135,7.494099,11.307962,9.753418,7.216636,9.547621,8.197463,10.948019,7.979386,5.842895,7.828408,9.161445,11.063675,10.278258,12.186153,8.695227,10.011911,8.563622,9.168899,10.48776
"GSM2236030",7.035176,8.363945,8.882101,9.510548,11.251124,11.201014,9.858444,11.212768,8.279502,6.081448,7.813782,9.392828,11.430996,10.418772,12.129153,10.576435,12.109499,8.748138,9.825032,9.932427
"GSM2236031",10.214337,9.830167,11.157961,7.598581,8.736263,10.828454,10.521565,12.63017,9.176695,5.912152,7.439845,9.210412,10.601937,9.583613,12.260492,8.01195,10.319613,8.761056,7.526741,10.076016
"GSM2236032",7.702625,7.66276,10.605128,9.542499,7.71856,10.303174,9.833565,11.594228,7.682034,6.739891,8.057725,9.844834,10.99113,10.864522,11.851193,10.310133,11.251124,9.017972,9.946387,10.03402
"GSM2236033",7.689794,9.093953,9.920091,9.561267,8.134795,10.560328,10.016239,13.958098,9.986272,6.061252,8.891842,9.090269,9.311483,9.274761,11.124783,9.706277,8.976085,8.794342,9.139714,9.886267
"GSM2236034",8.363945,8.758227,14.838502,10.200937,7.101273,9.688239,9.582551,10.619202,7.930886,6.49593,8.282912,9.96114,10.303854,10.368189,12.258221,8.489096,9.778337,8.821421,7.909383,9.534255
"GSM2236036",6.88679,8.014487,9.116636,10.408733,7.557263,9.95467,9.816291,10.802954,8.508694,6.315791,8.693261,9.266811,9.770719,10.697378,10.853078,9.623529,9.498079,8.743575,10.323106,9.143825
"GSM2236038",8.088845,9.297652,9.609664,10.030963,9.767374,10.74512,10.128451,12.196518,9.477377,7.830879,7.438842,9.367787,10.370998,10.948947,10.78143,8.89822,10.224058,9.197951,9.005616,8.790608
"GSM2236039",8.102868,8.849644,10.968933,10.60821,9.225405,11.285591,10.679606,9.835255,9.270087,6.025254,8.389511,8.635795,12.223674,8.741965,10.834541,9.303865,10.127173,8.759443,9.613891,8.315884
"GSM2236040",6.414887,7.686223,12.664672,10.469299,10.739383,10.183941,8.343701,8.758227,7.961442,6.857726,7.525004,9.425868,10.684537,10.763619,11.828527,8.748937,10.408733,8.937188,10.090252,9.379099
"GSM2236041",9.252162,10.642762,14.282018,9.74225,11.387508,10.573427,11.266442,12.182244,9.194712,7.915671,6.886491,8.989822,9.716603,9.68006,10.928342,8.370479,9.863625,8.662559,8.054497,8.710235
"GSM2236042",8.441962,7.907205,7.168841,10.528397,6.699097,9.310537,8.648184,10.74512,8.990758,10.291123,7.522569,9.06462,11.976717,9.675273,11.157961,8.564466,11.476639,8.624237,8.073767,10.05134
"GSM2236044",6.219407,8.345221,13.609185,9.138773,9.586755,10.056217,8.657376,10.826665,9.839183,5.671771,7.889503,9.96114,9.795319,10.127786,11.41154,8.753329,8.54921,8.965638,9.194252,10.418772
"GSM2236046",7.930533,8.640563,12.676497,9.119316,11.211711,9.76013,9.288542,9.454137,8.205276,6.375473,9.220672,9.287562,11.344986,10.778062,12.331477,10.373188,10.284989,8.754941,9.482513,11.056692
"GSM2236048",6.576463,6.323578,6.074284,6.135442,7.132646,8.199375,7.556257,5.823063,7.217279,11.532946,10.050129,10.297212,11.99655,11.113508,13.216162,10.649109,10.124646,8.78403,11.363592,12.349909
"GSM2236050",6.104921,6.90409,13.241499,7.465334,9.409179,7.563457,8.289686,10.311515,8.060674,7.216011,8.096625,10.245024,12.284472,11.335794,13.475041,8.386019,11.657718,8.757808,8.755371,11.764245
"GSM2236052",7.583276,7.907572,11.354294,9.336316,7.935599,9.766804,9.075763,11.603839,7.974645,8.636591,10.823105,10.361114,11.011552,11.142336,13.571492,10.384515,11.786146,8.892653,10.546026,12.602179
"GSM2236053",8.207225,8.536611,11.041888,7.402942,9.596231,10.634807,10.990173,14.040739,11.288921,6.99289,8.028394,9.882202,11.246782,10.629358,13.815676,8.700128,12.739104,9.197951,8.601544,11.878874
"GSM2236055",6.017015,8.713847,5.877248,10.450404,6.392186,8.293453,9.595155,7.409674,7.847877,9.029584,7.932695,9.297175,12.275864,9.177137,11.205379,10.545252,11.964405,9.071268,9.475353,8.847981
"GSM2236056",8.606385,9.134296,7.819118,10.611365,10.214337,9.179803,9.631472,12.058289,8.711062,9.406703,7.255668,9.341626,11.713736,10.037757,10.350641,8.345977,10.851274,8.871506,7.886312,9.025549
"GSM2236057",8.662559,9.616052,14.002306,9.396209,10.520076,10.516352,10.848679,12.425379,8.720842,7.317492,7.547239,8.788145,9.975453,9.547621,10.436809,8.346372,9.521969,8.673004,8.722448,9.043211
"GSM2236061",8.41828,10.343035,10.128451,9.652266,7.413665,12.349909,11.140187,10.891651,8.587187,8.04458,7.444224,9.386967,11.36595,9.59199,10.483216,8.066262,11.468943,9.339187,9.434818,7.936284
"GSM2236063",6.737945,9.793598,10.649899,10.160443,6.537085,11.487182,10.841634,10.581844,8.293071,10.637195,7.408337,9.040145,11.236695,9.121151,10.897086,8.765139,10.165592,8.640146,9.159095,8.808896
"GSM2236065",7.466357,9.792403,6.722698,6.264152,5.89234,8.450044,9.104328,14.282018,11.320751,5.894304,8.501541,9.574238,9.542499,10.361114,12.159754,9.535282,11.415105,8.886357,8.646066,9.314933
"GSM2236068",9.604253,10.861007,11.358976,6.02237,7.621984,9.994126,11.033082,14.304574,12.588157,6.122306,6.373545,8.870668,8.442728,8.192231,10.862779,6.50515,10.770404,8.628651,7.35992,7.994681
"GSM2236069",5.745635,6.522784,12.432731,6.085279,9.856716,8.453926,8.470352,8.368184,7.108538,5.836306,9.447022,9.540492,11.34381,11.609554,11.090856,10.396592,10.182067,8.575276,9.311483,11.242275
"GSM2236070",9.791845,7.350681,10.177558,6.208186,6.276434,9.230545,8.561256,7.995398,6.815822,6.058763,8.556102,10.355504,10.449685,10.853078,12.291077,9.308664,9.367278,9.224938,8.854266,9.559706
"GSM2236071",8.078841,7.385917,12.014448,6.885402,6.139813,8.723641,8.289686,10.324509,7.505397,5.947683,8.663748,9.720459,10.854808,10.962273,12.0474,9.674754,10.975614,9.255477,10.377998,10.202858
"GSM2236072",7.426791,8.800122,13.738614,6.336502,5.880549,10.778062,9.430811,12.286704,8.343701,5.831523,8.02288,10.086479,11.270862,10.759449,12.509999,9.774515,9.919495,9.264942,10.612924,9.793598
"GSM2236074",7.538083,8.026941,7.303375,9.758975,6.3129,10.489275,8.609127,8.000175,7.897107,9.910622,9.924187,9.488549,12.145462,9.688239,13.117394,11.090856,9.526145,9.327418,10.102847,8.527472
"GSM2236075",7.619937,9.44033,8.776516,9.293826,9.245637,11.485864,10.916194,14.096706,10.895253,8.429155,8.302207,9.611209,11.196594,10.218787,13.53049,9.751209,12.115483,8.756174,9.358371,11.266442
"GSM2236076",7.99213,7.84575,8.068884,9.97667,6.736507,9.056007,8.434966,11.88753,8.59154,5.74116,8.1654,9.949375,10.122094,10.102226,13.333666,9.382102,9.662408,8.843835,9.119316,10.348554
"GSM2236077",7.850057,7.652531,8.730995,10.403782,8.09365,9.612813,8.976978,10.003173,8.055225,9.22308,8.916599,10.515598,12.027425,11.037966,12.887923,10.189745,12.219644,9.139714,10.377998,11.489671
"GSM2236079",6.578747,8.014487,13.598494,10.352021,6.867658,10.238602,8.834246,8.695604,7.788076,5.786993,9.037491,9.604253,11.75816,10.522324,12.961965,9.282867,11.516869,8.86482,9.404696,10.788501
"GSM2236082",9.703574,7.206136,9.941171,9.695332,8.801348,9.231507,9.819833,12.349909,8.511503,6.211339,7.628592,9.055175,10.472176,11.060696,12.635784,8.85933,11.171855,8.740758,8.395302,10.426704
"GSM2236084",8.001474,8.555307,6.678073,9.967668,9.451573,10.361114,10.143052,9.954096,8.119887,10.07855,7.847877,9.426835,12.293412,10.526066,11.926796,10.77207,12.167817,9.268205,9.899703,10.270205
"GSM2236085",6.968296,8.029463,11.911498,9.547104,8.094776,9.633046,9.23104,12.406402,8.614738,8.191837,8.144778,8.93197,11.523757,10.859204,11.065737,10.026689,11.063675,8.806375,10.074791,9.792403
"GSM2236087",9.705773,8.895166,11.06672,9.803798,12.115483,10.076016,10.019341,11.326518,8.304458,9.103905,8.103584,9.394748,12.107579,10.408053,11.292229,9.564867,11.652058,8.766795,9.562249,8.867735
"GSM2236089",7.371891,8.297675,13.360687,9.955865,7.734881,9.757855,9.292371,12.861006,9.128795,7.97903,7.837371,9.1817,11.812892,10.399452,10.863689,9.554371,10.931187,8.910253,10.270828,9.375676
"GSM2236091",6.822115,8.793101,13.29782,9.595155,8.938451,10.098414,10.111528,13.53049,10.006323,8.516579,7.964793,9.292371,11.949091,10.857395,11.514249,8.623454,11.141185,8.974347,9.928298,8.787734
"GSM2236092",7.288986,8.393332,13.379436,9.890311,8.879562,9.969403,9.428805,13.315495,9.79982,8.559269,8.28668,8.864406,11.851193,10.471461,10.941507,9.007371,10.868932,8.761056,9.707961,9.640656
"GSM2236093",7.216636,8.155288,13.044805,10.363868,9.269162,10.060611,9.34506,13.195385,9.594093,9.04191,8.04312,9.24518,11.99655,10.817804,10.599593,8.953029,11.099091,8.651001,9.775584,9.004302
"GSM2236095",7.452991,9.20724,13.203716,9.73302,8.995115,10.22603,9.867178,13.896073,10.080411,9.184497,8.40835,9.012195,11.828527,10.722001,11.704743,8.830887,11.321943,8.775271,9.482513,9.322997
